"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","X"
"960","URN:CornellLabOfOrnithology:EBIRD:OBS216884573","2018-08-05 15:04:17",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"10","","","","United States","US","Oregon","US-OR","Lane","US-OR-039","",5,"","","Eugene CBC Area 19 =12 sq. mi.","L2372351","P",44.0681702,-123.1314526,"1996-12-29","07:45:00","obsr98760","S15605471","Area","P23","EBIRD",540,NA,3107.9858,2,1,"",0,1,0,NA,"","",NA
"961","URN:CornellLabOfOrnithology:EBIRD:OBS295187302","2019-07-23 19:16:19",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","Canada","CA","British Columbia","CA-BC","Metro Vancouver","CA-BC-GV","CA-BC_020",NA,"","","Stanley Park, Vancouver","L275701","H",49.3029688,-123.1432629,"1997-10-17","","obsr23008","S21696935","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"962","URN:CornellLabOfOrnithology:EBIRD:OBS515456589","2017-08-15 18:14:10",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"3","","","","Canada","CA","Quebec","CA-QC","La Haute-Côte-Nord","CA-QC-HC","",8,"","","L'Anse-de-Roche","L6041322","P",48.21667,-69.86667,"1993-09-16","","obsr445104","S37910492","Historical","P62","EBIRD_QC",270,NA,NA,2,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 243376. Observateurs : Jacques Ibarzabal, Christiane Girard.","",NA
"963","URN:CornellLabOfOrnithology:EBIRD:OBS728766111","2019-03-25 13:23:40",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","Illinois","US-IL","Lake","US-IL-097","",22,"","","Rosewood Park Beach, Highland Park","L152708","H",42.1661709,-87.7684128,"1994-12-26","","obsr349129","S54183108","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"Afternoon birding for today's CBC, with Josh Engel.  Good waterfowl offshore, the swan was discussed by various people at countdown dinner as it was seen that day by others as well, but all agreed it was a Sunday (Trumpeter back then would have been a very rare species).","",NA
"964","URN:CornellLabOfOrnithology:EBIRD:OBS538476063","2019-06-15 17:32:48",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"4","","","","United States","US","Minnesota","US-MN","St. Louis","US-MN-137","",12,"","","5756 Munger Shaw Rd.","L6324850","P",46.8234017,-92.3433495,"1998-01-16","","obsr546014","S39568943","Historical","P62","EBIRD",NA,NA,NA,10,0,"G4284947",0,1,0,NA,"Schroeder residence; w/ Show Me group:  Paul McKenzie, Susan Hazelwood, Janice Gaston, Larry Lade, Steve Kinder, Linda Childers, Lisa Berger, Glenn Koontz, Tracy Wohl","",NA
"965","URN:CornellLabOfOrnithology:EBIRD:OBS61314646","2014-10-06 20:17:11",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"3","","","","Canada","CA","Newfoundland and Labrador","CA-NL","Avalon Peninsula-St. John's","CA-NL-ON","",8,"","","St. John's--Virginia River/Newfoundland Drive","L633517","P",47.6024246,-52.7019782,"1984-11-12","12:50:00","obsr150594","S4452081","Traveling","P22","EBIRD",40,2.414,NA,NA,1,"",0,1,0,NA,"","",NA
"966","URN:CornellLabOfOrnithology:EBIRD:OBS261750293","2015-03-17 19:57:14",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","Canada","CA","British Columbia","CA-BC","Metro Vancouver","CA-BC-GV","CA-BC_020",NA,"","","Stanley Park, Vancouver","L275701","H",49.3029688,-123.1432629,"1980-09-06","09:00:00","obsr196180","S18946637","Incidental","P20","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"","",NA
"967","URN:CornellLabOfOrnithology:EBIRD:OBS399917867","2018-08-03 23:33:10",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","United States","US","New Jersey","US-NJ","Bergen","US-NJ-003","",30,"","","Wyckoff","L197651","T",41.0095,-74.17289,"1991-03-03","","obsr198359","S29497045","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","first trip",NA
"968","URN:CornellLabOfOrnithology:EBIRD:OBS534224689","2017-09-19 12:59:26",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"6","","","","Canada","CA","Quebec","CA-QC","Rimouski-Neigette","CA-QC-RM","",14,"","","Forêt refuge du Grand-Lac-Macpès","L6283034","P",48.28333,-68.53333,"1997-04-05","","obsr508364","S39280824","Historical","P62","EBIRD_QC",30,NA,NA,2,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 499411. Observateurs : Rita St-Laurent, Gabrielle Rioux.","",NA
"969","URN:CornellLabOfOrnithology:EBIRD:OBS836851912","2019-12-10 17:55:24",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"40","","","","Canada","CA","Quebec","CA-QC","Les Maskoutains","CA-QC-MK","",13,"","","Saint-Hyacinthe, Parc des Salines","L10272616","P",45.66667,-72.96667,"1989-11-25","","obsr1488287","S62208554","Historical","P62","EBIRD_CAN",120,NA,NA,2,1,"G4737085",0,1,0,NA,"Feuillet d'ÉPOQ no 145756. Observateurs : Danielle Roy, Roger Roy.","",NA
"970","URN:CornellLabOfOrnithology:EBIRD:OBS33914422","2019-09-02 23:01:13",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","North Dakota","US-ND","Grand Forks","US-ND-035","",11,"","","Grand Forks--Memorial Park Cemetery","L284795","H",47.9310997,-97.0631186,"1981-05-26","14:15:00","obsr61176","S2476508","Stationary","P21","EBIRD",210,NA,NA,NA,1,"",0,1,0,NA,"","",NA
"971","URN:CornellLabOfOrnithology:EBIRD:OBS576061292","2018-08-05 11:56:35",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","Wisconsin","US-WI","Dodge","US-WI-027","US-WI_3657",23,"USFWS_705","","Horicon NWR--General (PLEASE USE MORE PRECISE LOCATIONS)","L511628","H",43.5555151,-88.6301422,"1968-05-25","","obsr291283","S42631456","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"I could not use a more precise location as my notes indicated I spent the whole time birding the refuge and kept only one list.","",NA
"972","URN:CornellLabOfOrnithology:EBIRD:OBS841458765","2019-12-23 17:36:20",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"6","","","","Canada","CA","Ontario","CA-ON","Elgin","CA-ON-EL","",13,"","","West Elgin (General Reporting Area)","L9118172","P",42.5810959,-81.6393904,"1989-01-26","13:35:00","obsr1158248","S62572698","Historical","P62","EBIRD_CAN",125,NA,NA,2,1,"",0,1,0,NA,"Pearce Prov. Park & Patrick Point area. Complete overcast all day with a light mist in the air during the period. Wind nw. and light. Temp 7C @ daylight, 3C during the period. Broken ice field on the lake for approximately 500 meters. With Michael Drenth.","",NA
"973","URN:CornellLabOfOrnithology:EBIRD:OBS333744968","2015-07-28 16:54:11",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","Canada","CA","Quebec","CA-QC","Rimouski-Neigette","CA-QC-RM","",14,"","","Rimouski","L3201213","P",48.4420702,-68.4999275,"1972-01-29","13:00:00","obsr16652","S24412157","Traveling","P22","EBIRD_QC",180,10,NA,3,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 7836. Observateurs : Rosaire Pelletier, Jacques Larivée, André Saint-Pierre.","",NA
"974","URN:CornellLabOfOrnithology:EBIRD:OBS689573441","2019-03-06 14:03:55",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","United States","US","Massachusetts","US-MA","Essex","US-MA-009","",30,"","","Pike's Bridge Road","L129055","H",42.7901993,-70.9409027,"1982-05-18","06:00:00","obsr52135","S50957703","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"I birded 4 places this day and have no effort data on any.  Start time of this first stop recorded.","",NA
"975","URN:CornellLabOfOrnithology:EBIRD:OBS136701638","2013-07-06 16:11:49",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","Indiana","US-IN","Porter","US-IN-127","US-IN_2068",23,"","","Indiana Dunes SP","L335435","H",41.6630486,-87.0366169,"1966-10-02","09:00:00","obsr59265","S9630012","Traveling","P22","EBIRD",180,3.219,NA,2,1,"",0,1,0,NA,"Liz Powell","",NA
"976","URN:CornellLabOfOrnithology:EBIRD:OBS160422764","2018-08-05 10:55:24",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","","United States","US","Ohio","US-OH","Lorain","US-OH-093","US-OH_2024",13,"","","Elywood Park","L865045","H",41.3788373,-82.1031475,"1964-05-03","07:30:00","obsr300461","S11306894","Traveling","P22","EBIRD",90,1.609,NA,27,1,"",0,1,0,NA,"Cleveland area Spring Bird Walk. Distance and duration estimated. Clear warm 60+ degrees","",NA
"977","URN:CornellLabOfOrnithology:EBIRD:OBS789922555","2019-09-16 11:07:06",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"4","","","","Canada","CA","Ontario","CA-ON","Renfrew","CA-ON-RE","",12,"","","Deep River--General Location","L5522251","P",46.098542,-77.4931598,"1974-04-04","","obsr850261","S58565581","Historical","P62","EBIRD",NA,NA,NA,4,0,"",0,1,0,NA,"ROM Historical Data entered by C. Kittredge--145 feeder and noon hour walk--with PG, MM, BG--To dump and in via river road --46 F, partly misty, bit of rain, hint of sun--Later sunny and up to ~ 50F","",NA
"978","URN:CornellLabOfOrnithology:EBIRD:OBS512991951","2019-02-28 20:50:41",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","","Canada","CA","Quebec","CA-QC","Le Haut-Richelieu","CA-QC-HR","",13,"","","Saint-Paul-de-l'Île-aux-Noix","L6003345","P",45.13333,-73.28333,"1964-04-18","09:30:00","obsr108719","S37729531","Historical","P62","EBIRD_QC",510,NA,NA,2,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 14655. Observateurs : Province of Quebec Society for the protection of Birds, Jean Boulva.","",NA
"979","URN:CornellLabOfOrnithology:EBIRD:OBS212184855","2019-07-23 15:02:17",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","Massachusetts","US-MA","Essex","US-MA-009","US-MA_667",NA,"","","Salisbury - Newburyport","L2353137","P",42.8158091,-70.8341715,"1982-01-31","08:00:00","obsr224135","S15262452","Traveling","P22","EBIRD",210,16.093,NA,18,1,"",0,1,0,NA,"ASNH Seacoast Chapter Field Trip; Jim McDermott leader.  Heavy overcast, temperature 30 - 35 degrees","",NA
"980","URN:CornellLabOfOrnithology:EBIRD:OBS460508332","2018-08-03 14:51:18",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","Canada","CA","British Columbia","CA-BC","Metro Vancouver","CA-BC-GV","CA-BC_020",NA,"","","Stanley Park, Vancouver","L275701","H",49.3029688,-123.1432629,"1980-03-30","","obsr501041","S33944725","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"981","URN:CornellLabOfOrnithology:EBIRD:OBS473951795","2019-11-04 12:31:32",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","Canada","CA","British Columbia","CA-BC","Bulkley-Nechako","CA-BC-BN","",10,"","","Viewmount Road, Smithers","L5556647","P",54.7604419,-127.1088123,"1991-04-20","","obsr7370","S35072389","Incidental","P20","EBIRD_CAN",NA,NA,NA,1,1,"",0,1,0,NA,"","collecting nest material",NA
"982","URN:CornellLabOfOrnithology:EBIRD:OBS586397441","2018-08-03 19:36:36",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"8","","","","United States","US","Colorado","US-CO","Denver","US-CO-031","",18,"","","Fairmount Cemetery","L724372","H",39.7063943,-104.8967743,"1985-10-05","09:00:00","obsr525318","S43531707","Traveling","P22","EBIRD",120,3.219,NA,1,1,"G3003750",0,1,0,NA,"","",NA
"983","URN:CornellLabOfOrnithology:EBIRD:OBS580078243","2018-02-20 10:16:25",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"21","","","","Canada","CA","Quebec","CA-QC","Pontiac","CA-QC-PN","",12,"","","Shawville","L6876579","P",45.6,-76.48333,"1982-02-13","09:30:00","obsr505951","S43011069","Historical","P62","EBIRD_QC",90,NA,NA,2,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 44152. Observateurs : Rodolphe L. Dubois, R. Bergeron.","",NA
"984","URN:CornellLabOfOrnithology:EBIRD:OBS153789102","2013-09-15 22:42:15",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","United States","US","Ohio","US-OH","Lorain","US-OH-093","US-OH_2024",13,"","","Elywood Park","L865045","H",41.3788373,-82.1031475,"1961-04-30","07:30:00","obsr300461","S10806267","Traveling","P22","EBIRD",90,1.609,NA,32,1,"",0,1,0,NA,"Cleveland area Spring Bird Walk. Duration and distance estimated. T 350-040 Clear w frost to start.","",NA
"985","URN:CornellLabOfOrnithology:EBIRD:OBS382146332","2016-03-15 10:15:03",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","","Canada","CA","Quebec","CA-QC","Rimouski-Neigette","CA-QC-RM","",14,"","","Rimouski","L3201213","P",48.4420702,-68.4999275,"1977-11-27","14:00:00","obsr16652","S28230930","Historical","P62","EBIRD",120,NA,NA,1,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 39137. Observateur : Jacques Larivée.","",NA
"986","URN:CornellLabOfOrnithology:EBIRD:OBS577474137","2018-02-14 07:46:06",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"3","","","","Canada","CA","Quebec","CA-QC","Québec","CA-QC-QU","",13,"","","Beauport","L6873053","P",46.86667,-71.18333,"1987-12-06","","obsr418114","S42744914","Historical","P62","EBIRD_QC",165,NA,NA,2,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 122224. Observateurs : C Nad, Guy Lemelin.","",NA
"987","URN:CornellLabOfOrnithology:EBIRD:OBS171677609","2018-08-05 15:03:14",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"6","","","","United States","US","Oregon","US-OR","Lane","US-OR-039","",5,"","","Alton Baker Park","L472173","H",44.0515703,-123.0640411,"1991-03-16","","obsr9869","S12218272","Incidental","P20","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"sunny, warm(55)","",NA
"988","URN:CornellLabOfOrnithology:EBIRD:OBS710074498","2019-02-13 21:26:22",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","Canada","CA","New Brunswick","CA-NB","Albert","CA-NB-AL","",14,"","","Cloverdale area","L8605956","P",46.0444649,-64.8594394,"1971-05-24","","obsr231659","S52669954","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"","",NA
"989","URN:CornellLabOfOrnithology:EBIRD:OBS212167024","2018-08-06 21:57:08",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","New York","US-NY","Oswego","US-NY-075","",14,"","","Boylston, NY","L2367198","P",43.6980027,-76.0177088,"1992-07-04","","obsr131248","S15261418","Historical","P62","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"Boylston, NY","",NA
"990","URN:CornellLabOfOrnithology:EBIRD:OBS841136649","2019-12-22 19:55:51",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"12","","","","Canada","CA","Quebec","CA-QC","Les Maskoutains","CA-QC-MK","",13,"","","Saint-Hyacinthe, Parc des Salines","L10272616","P",45.66667,-72.96667,"1993-11-27","10:30:00","obsr498212","S62546449","Traveling","P22","EBIRD_CAN",90,4.5,NA,2,1,"G4776794",0,1,0,NA,"Observatrice: Danielle Roy. Température: nuageux, 8°C.","",NA
"991","URN:CornellLabOfOrnithology:EBIRD:OBS55729883","2009-07-17 11:57:49",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"X","","","","United States","US","Massachusetts","US-MA","Plymouth","US-MA-023","",30,"","","Hingham-Triphammer Pond","L578581","P",42.223081,-70.864341,"1999-08-13","","obsr3240","S4019587","Incidental","P20","EBIRD_VINS",NA,NA,NA,NA,0,"",0,1,0,NA,"","",NA
"992","URN:CornellLabOfOrnithology:EBIRD:OBS515323830","2017-07-01 09:40:57",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","Canada","CA","Quebec","CA-QC","Lac-Saint-Jean-Est","CA-QC-LS","",8,"","","Métabetchouan","L6013437","P",48.43333,-71.86667,"1995-11-24","","obsr445104","S37900187","Historical","P62","EBIRD_QC",30,NA,NA,3,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 349538. Observateurs : Christiane Girard, M Sav, B Dum.","",NA
"993","URN:CornellLabOfOrnithology:EBIRD:OBS839936248","2019-12-19 16:13:50",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"20","","","","Canada","CA","Quebec","CA-QC","La Mitis","CA-QC-MI","",14,"","","Saint-Donat (Rimouski)","L10315603","P",48.5,-68.26667,"1992-12-19","","obsr1497537","S62450629","Historical","P62","EBIRD",45,NA,NA,3,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 287665. Observateurs : Robert Claveau, Louiselle Claveau, Claude Gauthier.","",NA
"994","URN:CornellLabOfOrnithology:EBIRD:OBS307554392","2015-12-13 09:28:23",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"6","","","","Canada","CA","British Columbia","CA-BC","Metro Vancouver","CA-BC-GV","",5,"","","DeBoville Slough, Coquitlam","L350237","H",49.28285,-122.72233,"1989-01-22","","obsr108908","S22687564","Historical","P62","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",NA
"995","URN:CornellLabOfOrnithology:EBIRD:OBS552641358","2017-12-02 19:10:12",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"1","","","","Canada","CA","Quebec","CA-QC","Le Fjord-du-Saguenay","CA-QC-FS","",8,"","","Saint-David-de-Falardeau","L6522992","P",48.6211364,-71.1107632,"1989-12-03","10:30:00","obsr312191","S40755692","Historical","P62","EBIRD_QC",45,NA,NA,4,1,"G2765194",0,1,0,NA,"Feuillet d'ÉPOQ no 200718. Observateurs : Alain Boily, Jacques Desbiens, François Gagnon, Louis Imbeau.","",NA
"996","URN:CornellLabOfOrnithology:EBIRD:OBS529584343","2017-09-02 15:54:45",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"4","","","","Canada","CA","Quebec","CA-QC","Rimouski-Neigette","CA-QC-RM","",14,"","","Rimouski","L3201213","P",48.4420702,-68.4999275,"1982-03-13","07:30:00","obsr16652","S38959339","Historical","P62","EBIRD_QC",120,NA,NA,3,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 43991. Observateurs : Jacques Larivée, Raymond Côté, Guy Leclerc.","",NA
"997","URN:CornellLabOfOrnithology:EBIRD:OBS93615426","2017-08-16 00:32:46",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","","United States","US","Colorado","US-CO","Douglas","US-CO-035","",16,"","","Roxborough SP","L109237","H",39.4295306,-105.0694388,"1990-10-30","","obsr40824","S6514149","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"998","URN:CornellLabOfOrnithology:EBIRD:OBS206396408","2015-03-08 12:36:01",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"2","","","","United States","US","New York","US-NY","Monroe","US-NY-055","",13,"","","Highland Park, Rochester","L140436","H",43.1305366,-77.6064171,"1981-05-10","11:30:00","obsr59612","S14829458","Traveling","P22","EBIRD",120,3.219,NA,2,1,"",0,1,0,NA,"","",NA
"999","URN:CornellLabOfOrnithology:EBIRD:OBS534225264","2017-11-16 17:26:02",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"6","","","","Canada","CA","Quebec","CA-QC","Rimouski-Neigette","CA-QC-RM","",14,"","","Forêt refuge du Grand-Lac-Macpès","L6283034","P",48.28333,-68.53333,"1997-08-30","","obsr508364","S39280869","Historical","P62","EBIRD_QC",120,NA,NA,1,1,"",0,1,0,NA,"Feuillet d'ÉPOQ no 591199. Observateur : Rita St-Laurent.","",NA
"1000","URN:CornellLabOfOrnithology:EBIRD:OBS548416083","2018-08-05 12:39:13",21132,"species","Black-capped Chickadee","Poecile atricapillus",NA,NA,"6","","","","Canada","CA","Yukon Territory","CA-YT","Yukon","CA-YT-YT","CA-YK_003",4,"","","Nisutlin River--Delta","L1027109","H",60.2227652,-132.5531387,"1997-08-31","","obsr30649","S40427759","Historical","P62","EBIRD",NA,NA,NA,2,1,"G2726633",0,1,0,NA,"Long weekend at Nisutlin Delta. A mass of about 2500 dabblers evenly comprised of AMWI, MALL, GWTE, and NOPI, with lots of NSHO.","",NA
"1001","URN:CornellLabOfOrnithology:EBIRD:OBS117920475","2018-10-15 17:23:49",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","New York","US-NY","New York","US-NY-061","US-NY_2793",30,"","","Central Park","L191106","H",40.7715482,-73.9724819,"1996-09-25","","obsr266046","S8214505","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","/JY/CW",NA
